snapshot_date,snapshot_index,name,owner,stance,short_label,proximity,category,headline,release,strategy,positioning,ai,scale,website,sources
2026-06-29,5,Tungsten Automation,formerly Kofax · Irvine,ai,AI catch-up,Low,IDP / RPA + AP (InvoiceAgility),Rebranded from Kofax; betting hard on agentic AI to close the gap.,"TotalAgility now GA in three tiers (Standard/Advanced/Enterprise) with agentic AI, Quick AI Agents and multi-agent orchestration; quarterly releases from 2026; InvoiceAgility for AP.",Jan 2026: new executives incl. first Chief AI Officer; “AI-first” repositioning. CEO signals a possible 2027 exit (PE or strategic sale) as the sector consolidates (Jun 2026).,Broad intelligent automation (document/workflow) — large IDP revenue base.,Agentic AI now shipping (multi-agent orchestration); analysts said it was 9–12 months behind — now closing the gap.,~40 years of history · 70+ countries,,TotalAgility platform (https://www.tungstenautomation.com/products/totalagility/release-highlights); Agentic AI hires (https://www.tungstenautomation.com/about/press-releases/2026/tungsten-automation-invests-in-innovation-and-agentic-ai-with-key-executive-hires); Deep Analysis (https://www.deep-analysis.net/boring-ai-how-tungsten-plans-to-move-beyond-its-idp-roots/); Exit signal (ION) (https://ionanalytics.com/insights/mergermarket/tungsten-automation-exit-possible-in-2027-as-buyer-appetite-builds-ceo/)
2026-06-29,5,onPhase,formerly DocuPhase · Tampa,cons,Acquisitive + rebrand,Low,AP + payments + document management,Rebranded from DocuPhase; growing through acquisitions and embedded payments.,Acquisition of iPayables (Jan 2026) + Clearwater Payments; Bottomline Paymode network embedded.,AI-driven AP + embedded payments; 173% 3-year growth (Inc. 5000).,Unified finance automation for SMB → enterprise.,AI-driven capture/automation combined with payments.,Fast-growing · NetSuite-centric + others,,onPhase news (https://www.onphase.com/news); Accounting automation (https://www.docuphase.com/accounting-automation)
2026-06-29,5,MineralTree,Global Payments · Boston,cons,Payments-owned,Low,AP + payment automation · multi-ERP,Owned by payments giant Global Payments; strength in multi-currency/international payments.,"Multi-currency (TransferMate, 130+ currencies); enterprise multi-ERP focus.",Part of Global Payments ($500M acquisition) → payment monetisation.,"End-to-end invoice-to-pay, fraud protection, multi-ERP.",Less AI profiling; focus on payments and visibility.,"3,000+ companies · mid-market → Fortune 500",,Global Payments acq. (https://investors.globalpayments.com/news-events/press-releases/detail/23/global-payments-agrees-to-acquire-mineraltree-a-leader-in); Crunchbase (https://www.crunchbase.com/organization/mineraltree)
2026-06-29,5,Dime Scheduler,Dime Software (Dimenics) · BE,steady,Adjacent (scheduling),High,Visual resource/project planning · BC,"BC-native, but in a different category (scheduling) — ISV neighbour, not a direct AP rival.","Real-time BC sync, Gantt, drag-drop, capacity pivot, map/route planning; Outlook/Exchange sync.",Visual planning layer on top of BC/NAV/CRM/Power Platform.,"“Stop guessing, start planning” — easy to implement (~5 days).",Limited AI profile; strength is visual planning.,Subscription from ~€50/year · many languages,,Features (https://www.dimescheduler.com/features); Microsoft Marketplace (https://marketplace.microsoft.com/en-us/product/web-apps/dimenics-3435744.dimescheduler)
2026-06-29,5,Microsoft Expense Agent,Microsoft · native in BC,ai,Platform owner · AI,High,AI expense capture · native in Business Central,The platform owner itself moving into the expense space with an AI agent — the most important BC-native development to watch.,"Expense Agent introduced in D365 BC (Apr 2026); BC 2026 Wave 1 adds (Jun 19, 2026) an AI approval step that validates expense reports against company policies written in plain language and guides approvers — public preview Jul 2026.","Microsoft building AI functionality directly into BC, overlapping with third-party expense solutions.","Native to the platform — no extra vendor, comes with Business Central.","AI expense agent embedded in the ERP — now also checks reports against natural-language policies at line, report and cross-line level, while leaving the final call to the approver.",Built into Microsoft Dynamics 365 Business Central,,Microsoft blog (https://www.microsoft.com/en-us/dynamics-365/blog/it-professional/2026/04/27/expense-agent-dynamics-365-business-central/); Approval process (BC 2026 W1) (https://www.azurecurve.co.uk/2026/06/new-functionality-in-microsoft-dynamics-365-business-central-2026-wave-1-expense-agent-supports-approval-process/)
2026-06-29,5,Lasernet,Lasernet Group · DK/UK,cons,Takeover bid · BC output,High,Document output & e-invoicing · BC + F&O,BC-native output engine (rival to Continia Document Output) — now itself a take-private target under a recommended SEK 30/share cash offer.,"Under a recommended public cash takeover — Tabellae BidCo (Valedo Partners + Mission Trail + Grenspecialisten) bids SEK 30/share (~SEK 879M, +53.8% premium); the board recommends it, acceptance runs 22 Jun–22 Jul 2026. Lasernet for BC stays live on AppSource (20+ report types, Azure AI mapping); Temenos Exchange Partner of the Year 2026; joined the IFS partner network.","Formpipe Software AB renamed itself Lasernet Group AB (Nasdaq Stockholm ticker LASER, trading from Jun 9, 2026), focused solely on the Lasernet platform — now being taken private by a PE-led consortium.","Embedded in BC — design, send and archive documents without leaving the ERP.",Azure AI for data mapping; primarily strong on output/compliance rather than AI marketing.,20+ years of document expertise · global,,Lasernet Group (https://www.lasernetgroup.com/news-blogs/bc-connector-now-on-appsource); Takeover offer (advisor) (https://www.abgsc.com/abgsc-is-acting-as-exclusive-financial-advisor-to-formpipe-software-ab-in-connection-with-the-public-cash-offer-from-tabellae-bidco-aps/); Renamed → Lasernet Group (LASER) (https://www.marketscreener.com/news/formpipe-software-begins-trading-on-nasdaq-stockholm-under-new-name-lasernet-group-ce7f5dd3dc81f32d)
2026-06-29,5,AMC Banking,AMC-Consult · Denmark,steady,BC-native · banking,High,Bank integration & payments · BC + F&O,BC-native bank/payments solution — directly competes with Continia Banking & Payment Management.,Standardises 600+ bank formats via the cloud platform XTendLink; Fundamentals ships as a BC extension.,"PSD2-licensed payment institution; payment export, bank statements and reconciliation directly in BC.",Embedded in BC — from payment journal direct to the bank (host-to-host).,"Data-driven auto-matching; less AI profiling, more operations and compliance.",600+ banks · Danish vendor,,AMC Banking BC (https://www.amcbanking.com/bc-fundamentals/); Microsoft Learn (https://learn.microsoft.com/en-us/dynamics365/business-central/ui-extensions-amc-banking)
2026-06-29,5,Acubiz,Acubiz · Denmark,steady,Expense · integrated,Medium,Expense management · certified BC integration,Danish expense player with certified BC integration — competes with Continia Expense Management.,"Certified integration with BC (+ e-conomic, Danløn, 40+ systems); app + web portal for expenses, cards and mileage.",Standalone expense platform that connects to BC — not “built inside” like Continia.,Real-time overview of employee spend; automatic import to BC.,Automation of receipt/expense flow; limited AI profile.,Danish · 40+ system integrations,,Acubiz platform (https://acubiz.com/platform/)
2026-06-29,5,Pagero,Thomson Reuters,cons,TR-owned · e-invoicing,High,E-invoicing network & compliance · BC connector,"Global e-invoicing network, now owned by Thomson Reuters — one of BC's built-in E-Document connectors.",ONESOURCE Pagero (e-invoicing + tax); embedded e-invoicing for Oracle Fusion (2026); Deloitte global alliance (Jan 2026); pre-approved ASP for the UAE mandate (from Jul 2026); passed the EU ViDA Peppol 5-corner pilot.,Acquired by Thomson Reuters (2024) and merged with ONESOURCE tax; “two-step” format conversion globally.,"Open, ERP-agnostic network; BC extension sends e-/PDF/print invoice via one connection.",Focus on compliance/CTC mandates rather than AI marketing.,14M+ businesses · 100+ networks · IDC leader,,Pagero for BC (https://europe.thomsonreuters.com/pagero-network/system-connectivity/microsoft); UAE ASP (https://europe.thomsonreuters.com/newsroom/pagero-part-of-thomson-reuters-listed-as-pre-approved-e-invoicing-service-provider-in-the-uae); Deloitte-alliance (https://www.thomsonreuters.com/en/press-releases/2026/january/deloitte-and-thomson-reuters-launch-a-strategic-alliance-to-support-end-to-end-global-e-invoicing-and-e-reporting-for-organizations)
2026-06-29,5,B2Brouter,B2Brouter Global · ES,steady,Peppol · BC connector,High,Peppol / e-invoicing access point · BC connector,Certified Peppol access point with native BC connector — one of BC's built-in E-Document APIs.,"BC connector on AppSource; supports Peppol BIS 3.0, UBL, XRechnung, FatturaPA, Chorus Pro, FACe and SDI.",One connection to the entire Peppol network; automatic format conversion and compliance.,Native in Dynamics — send and receive e-invoices without external portals.,No significant AI profile; strength is compliance breadth across countries.,30+ countries · ISO 27001 · EESPA member,,B2Brouter for Dynamics (https://www.b2brouter.net/global/e-invoicing-microsoft-dynamics/); Microsoft Learn (E-Docs) (https://learn.microsoft.com/en-us/dynamics365/business-central/faq-electronic-invoicing)
2026-06-29,5,Qvalia,Qvalia · SE,steady,Peppol · BC app,High,Peppol e-invoicing & order management · BC app,Ready-made BC app for Peppol with AI posting suggestions — setup without code.,Sends/receives Peppol invoices + order management; automatic posting in BC; AI suggestions for account mapping.,Plug-and-play BC connector via the Qvalia platform; no IT resources required.,Everything posted automatically in BC — no double entry.,AI-generated posting suggestions for incoming vendor invoices.,EN 16931 · Peppol BIS · Swedish vendor,,Qvalia for BC (https://qvalia.com/peppol-e-invoicing-for-business-central/)
2026-06-29,5,Rillion,Rillion (formerly Palette) · Stockholm (Altor),ai,AI-native capture,Medium,AP automation · multi-ERP + BC connector,Nordic AP-automation veteran going AI-native — LLM invoice capture with no OCR templates.,"Rillion Capture (Mar 25, 2026) — first AI-native, multimodal-LLM invoice capture (no templates); Riley AI Assistant (Sept 2025) for invoice/supplier Q&A.","30+ years (ex-Palette/Centsoft), Altor PE-owned; shifting from template-OCR to AI-native capture and expanding in the US.","Control, visibility and speed for mid-market/enterprise AP; native Business Central connector among 50+ ERPs.","Riley AI assistant + Rillion Capture (multimodal LLM) for extraction, coding and approval routing.","3,000+ customers · 50+ countries · Altor-owned",,Rillion AP (https://www.rillion.com/); Rillion Capture (Mar 2026) (https://www.rillion.com/blog/rillion-capture-announcement/); BC integration (https://www.rillion.com/integration/microsoft-dynamics-365-business-central/)
2026-06-29,5,Fidesic,"Fidesic (Enliven Software) · East Lansing, MI",ai,Built for Dynamics · AI capture,High,AP automation · Dynamics GP + BC,"AP automation purpose-built for Microsoft Dynamics GP & Business Central, with AI invoice capture.","AI invoice capture (MagiCapture) for Business Central — no templates, near-touchless; multi-entity BC integration (2024–25).",Deepen the Dynamics ecosystem (GP heritage since 2008 + native BC AL app); raise AI-capture fidelity and multi-entity workflows.,“Purpose-built for Dynamics” — native GP/BC AP with no coding or mapping.,"MagiCapture ML/AI invoice capture that learns per submission; high first-pass accuracy, no templates.","East Lansing, MI · GP since 2008 · BC on AppSource",,Fidesic (https://www.fidesic.com/); BC integration (https://www.fidesic.com/product/dynamics-business-central-integration); MagiCapture (https://www.fidesic.com/product/magicapture)
2026-06-29,5,Yavrio,Yavrio · London,steady,BC-native · open banking,High,Bank connectivity & payments · BC + ERPs,Open-banking bank connectivity built inside Business Central — overlaps AMC Banking and Continia Banking & Payment Management.,"Connected the five largest US banks + embedded payments (early 2026); $2.4M seed (Fuel Ventures, Jan 2025); 14,000+ banks across 20 countries.",Expand bank coverage (10K→14K+ banks) and ERP scope beyond BC; positioned as a no-code alternative to CSV/file-based bank imports.,"“Built inside Business Central” — collect, settle and reconcile payments and bank feeds without external portals.",Rules-based live bank feeds + automated reconciliation; minimal AI positioning.,"London · ~40 staff · 14,000+ banks · seed-stage",,Yavrio (https://www.yavr.io/); 5 major US banks (https://www.openbankingexpo.com/news/open-banking-fintech-yavrio-connects-with-five-major-us-banks/); Yavrio on AppSource (https://appsource.microsoft.com/en-us/product/dynamics-365-business-central/pubid.yavrioltd1647526263468%7Caid.yavrio_open_banking%7Cpappid.3d686c04-e1b1-435e-bea4-862c2c203ca7)
2026-06-19,6,ExFlow,Truvio (formerly SignUp Software) · Stockholm,cons,Rebranded → Truvio + AI,High,AP automation · D365 F&O + BC,"Rebrand to Truvio complete — ExFlow, Axtension, DynamicWeb and SKSoft unified into one Microsoft-native portfolio, now shipping its own AI.",June 2026: AP Automation (powered by ExFlow) 2.19.0 for D365 F&O adds “TruvioSense Coding & Approval” — AI/LLM coding suggestions from previously approved invoices.,"Rebranded SignUp Software → Truvio, unifying ExFlow/Axtension/DynamicWeb/SKSoft into one D365-native suite (beyond pure AP).",Fully embedded/native in Dynamics — no third-party system.,TruvioSense adds LLM-based invoice interpretation + coding suggestions on top of the existing ML Predictions.,"150+ employees · 1,300+ organisations",,Truvio: What's New (https://truvio.com/whats-new); Rebrand (https://enterprisesoftwareexpress.com/signup-software-signs-up-for-a-new-name/); Release notes (https://docs.signupsoftware.com/finance-operations/docs/user-manual/whats-new-and-planned/release-notes)
2026-06-19,6,Dooap,Dooap · Austin (Pagero),ai,AI-aggressive,High,AP automation · D365 Finance (F&O),Launched a dedicated agentic AI product — the most offensive AI move in the space.,"Dooap Studio, May 11 2026 — AP teams design and govern their own AI agents without IT.","Agents for GL coding, PO matching, fraud and routing — with rationale, confidence score and audit trail.","Mobile-first, cloud-native — message: “AI you control.”","A standalone agent product, not just AI features.",Microsoft Certified Software (Sep 2025),,Dooap Studio (PR) (https://www.prnewswire.com/news-releases/dooap-inc-launches-dooap-studio-putting-agentic-ap-automation-directly-in-the-hands-of-finance-teams-302768534.html); YouTube (https://www.youtube.com/@dooap)
2026-06-19,6,Zetadocs,Equisys,steady,Stable cadence,High,Delivery · Capture · Expenses · BC,Consistent monthly release cadence; AI embedded in the core rather than big announcements.,"Delivery & Capture updated Jan, Mar and May 2026; Expenses May 2026 (cloud, browser, iOS, Android).",Three product lines kept in sync at a high release cadence.,"Everything happens inside Business Central — one environment, less friction.",AI-driven data entry + automatic order/invoice matching.,3 product lines (Delivery · Capture · Expenses),,May 2026 update (https://www.equisys.com/blog/whats-new-in-zetadocs-expenses-may-2026-update); Equisys blog (https://www.equisys.com/blog)
2026-06-19,6,Medius,Medius,ai,AI leader,Medium,AP automation + spend/payments · multi-ERP,"Named AI leader by analysts; deep, autonomous AI across the full AP lifecycle.",Ardent Partners 2026: Market Leader + Elite Performer for AI Innovation.,"SmartFlow (proprietary CNN), Medius Copilot, Supplier Conversations (autonomous email handling), “AI workmate”.",“Autonomous AP” — the finance team stays in control; own models rather than expensive LLMs for core work.,Claims to have the most of the AP/payments lifecycle automated with AI.,"4,000+ customers · 102 countries · $200B spend/year",,Medius AI advantage (https://www.medius.com/ai-innovation/medius-ai-advantage/); Ardent 2026 (https://www.medius.com/resources/guides-reports/2026-ap-automation-payments-technology-advisor/)
2026-06-19,6,Tipalti,Tipalti · Foster City,ai,AI + capital,Low,Payables + global payments + procurement + expenses,Raised $200M for AI; rolling out agents across the entire finance flow.,"AI Assistant + AI agents (Invoice Capture, Bill Approvers, reporting, tax, purchase request); tariff-refund AI (Apr 2026).","$200M round (Hercules, autumn 2025) earmarked for AI; agentic focus.",End-to-end payables + global payments in 200+ countries.,Conversational assistant + autonomous agents embedded across the entire platform.,~$75B payments/year,,Tipalti AI agents (https://tipalti.com/accounts-payable-software/finance-ai/); American Banker (https://www.americanbanker.com/payments/news/tipalti-enhances-ai-tech-to-improve-tariff-refund-processing)
2026-06-19,6,Yooz,Yooz · Dallas,ai,AI + fraud,Medium,AP / P2P automation · multi-ERP,AI/Deep Learning P2P with a strong fraud focus; active in the BC and GP ecosystem.,"YoozProtect (fraud, NA launch Jan 2026); Line-Level Matching (2025); Yooz 2026 AI in Finance report.",AI + RPA + Big Data; fraud prevention as spearhead.,"Simple, fast, secure cloud P2P; unlimited users.","Smart data extraction, routing and fraud detection.","5,000+ customers · 300,000 users",,YoozProtect (https://www.getyooz.com/blog/yooz-protect-launch); Yooz + BC/GP (https://msdynamicsworld.com/blog/two-days-two-erps-how-yooz-powering-ap-automation-gp-and-business-central)
2026-06-19,6,Stampli,Stampli · Mountain View,ai,AI veteran,Low,AP automation (invoice-centric) · 70+ ERPs,AI (“Billy the Bot”) at the core for nearly 10 years; raised capital from Blackstone.,Stampli Deep Finance (Mar 2026) turns invoice data into consultant-grade executive spend intelligence; Stampli Card / Direct Pay; $61M Blackstone Series D (~$148M total); named a G2 Summer 2026 Leader for P2P + AP Automation (Jun 2026).,Invoice-centric communication + “AI employee”.,"Fast implementation (weeks, not months); approvers need no ERP access.","Positions itself on “proven” AI for capture, coding, routing, duplicates and fraud.","1,600+ customers · $80–85B invoices/year",,Stampli AP (https://www.stampli.com/ap-automation/); Deep Finance (https://www.prnewswire.com/news-releases/stampli-launches-deep-finance-turning-invoice-data-into-executive-spend-intelligence-302729234.html); Blackstone funding (https://financialit.net/news/fundraising-news/stampli-secures-61m-advanced-ai-powered-ap-automation)
2026-06-19,6,AvidXchange,TPG + Corpay · Charlotte,cons,Acquired (payments),Low,AP + payment automation · mid-market,"Taken private by TPG + Corpay (~$2.2B, Oct 2025) — pointing toward payment rails.",Launched Payment Automation for Workday on the Workday Marketplace (Jun 2026); new COO Wade Fairey (Jun 2026); AI fraud/BEC detection in the AvidPay network.,Take-private; Corpay stake → focus on payment volume and interchange.,Mid-market invoice-to-pay + AvidPay payment network.,AI for fraud/anomaly detection; later on the AI curve than pure AI players.,~$450M revenue · 25+ years of history,,TPG/Corpay close (https://www.avidxchange.com/press-releases/tpg-corpay-complete-acquisition-of-avidxchange/); Workday integration (https://www.globenewswire.com/news-release/2026/06/09/3309047/37161/en/AvidXchange-Completes-Workday-Integration.html); Payments Dive (https://www.paymentsdive.com/news/avidxchange-tpg-corpay-accounts-payable-payments/747520/)
2026-06-19,6,Compleat,Compleat Software · UK,steady,SMB / price,Low,P2P / AP automation + online buying,"Affordable P2P for smaller businesses; UK/EMEA focus, not Dynamics-first.","Capture + approval workflows + online buying; integration with Sage, Xero, QuickBooks.",Affordable SaaS for all sizes; procurement + AP combined.,"Cheap, simple access (subscription from a low price point).",AI-OCR for capture/coding — significantly less AI marketing than the big players.,500+ companies · EMEA/APAC/AMAC,,Zone&Co 2026 (https://www.zoneandco.com/articles/top-16-ap-automation-software-solutions-in-2026); Capterra (https://www.capterra.com/p/88208/Compleat-Purchase-to-Pay/)
2026-06-19,6,Tungsten Automation,formerly Kofax · Irvine,ai,AI catch-up,Low,IDP / RPA + AP (InvoiceAgility),Rebranded from Kofax; betting hard on agentic AI to close the gap.,"TotalAgility now GA in three tiers (Standard/Advanced/Enterprise) with agentic AI, Quick AI Agents and multi-agent orchestration; quarterly releases from 2026; InvoiceAgility for AP.",Jan 2026: new executives incl. first Chief AI Officer; “AI-first” repositioning. CEO signals a possible 2027 exit (PE or strategic sale) as the sector consolidates (Jun 2026).,Broad intelligent automation (document/workflow) — large IDP revenue base.,Agentic AI now shipping (multi-agent orchestration); analysts said it was 9–12 months behind — now closing the gap.,~40 years of history · 70+ countries,,TotalAgility platform (https://www.tungstenautomation.com/products/totalagility/release-highlights); Agentic AI hires (https://www.tungstenautomation.com/about/press-releases/2026/tungsten-automation-invests-in-innovation-and-agentic-ai-with-key-executive-hires); Deep Analysis (https://www.deep-analysis.net/boring-ai-how-tungsten-plans-to-move-beyond-its-idp-roots/); Exit signal (ION) (https://ionanalytics.com/insights/mergermarket/tungsten-automation-exit-possible-in-2027-as-buyer-appetite-builds-ceo/)
2026-06-19,6,onPhase,formerly DocuPhase · Tampa,cons,Acquisitive + rebrand,Low,AP + payments + document management,Rebranded from DocuPhase; growing through acquisitions and embedded payments.,Acquisition of iPayables (Jan 2026) + Clearwater Payments; Bottomline Paymode network embedded.,AI-driven AP + embedded payments; 173% 3-year growth (Inc. 5000).,Unified finance automation for SMB → enterprise.,AI-driven capture/automation combined with payments.,Fast-growing · NetSuite-centric + others,,onPhase news (https://www.onphase.com/news); Accounting automation (https://www.docuphase.com/accounting-automation)
2026-06-19,6,MineralTree,Global Payments · Boston,cons,Payments-owned,Low,AP + payment automation · multi-ERP,Owned by payments giant Global Payments; strength in multi-currency/international payments.,"Multi-currency (TransferMate, 130+ currencies); enterprise multi-ERP focus.",Part of Global Payments ($500M acquisition) → payment monetisation.,"End-to-end invoice-to-pay, fraud protection, multi-ERP.",Less AI profiling; focus on payments and visibility.,"3,000+ companies · mid-market → Fortune 500",,Global Payments acq. (https://investors.globalpayments.com/news-events/press-releases/detail/23/global-payments-agrees-to-acquire-mineraltree-a-leader-in); Crunchbase (https://www.crunchbase.com/organization/mineraltree)
2026-06-19,6,Dime Scheduler,Dime Software (Dimenics) · BE,steady,Adjacent (scheduling),High,Visual resource/project planning · BC,"BC-native, but in a different category (scheduling) — ISV neighbour, not a direct AP rival.","Real-time BC sync, Gantt, drag-drop, capacity pivot, map/route planning; Outlook/Exchange sync.",Visual planning layer on top of BC/NAV/CRM/Power Platform.,"“Stop guessing, start planning” — easy to implement (~5 days).",Limited AI profile; strength is visual planning.,Subscription from ~€50/year · many languages,,Features (https://www.dimescheduler.com/features); Microsoft Marketplace (https://marketplace.microsoft.com/en-us/product/web-apps/dimenics-3435744.dimescheduler)
2026-06-19,6,Microsoft Expense Agent,Microsoft · native in BC,ai,Platform owner · AI,High,AI expense capture · native in Business Central,The platform owner itself moving into the expense space with an AI agent — the most important BC-native development to watch.,"Expense Agent introduced in D365 Business Central (Apr 2026) — AI-driven expense capture, submission and compliance.","Microsoft building AI functionality directly into BC, overlapping with third-party expense solutions.","Native to the platform — no extra vendor, comes with Business Central.",AI agent for employee expenses embedded in the ERP itself.,Built into Microsoft Dynamics 365 Business Central,,Microsoft blog (https://www.microsoft.com/en-us/dynamics-365/blog/it-professional/2026/04/27/expense-agent-dynamics-365-business-central/)
2026-06-19,6,Lasernet,Lasernet Group · DK/UK,steady,BC-native · output,High,Document output & e-invoicing · BC + F&O,"Now independent (split from Formpipe, renamed Lasernet Group in 2026) — BC-native output engine competing with Continia Document Output.","Lasernet for BC live on AppSource (20+ report types, Azure AI mapping); new BC product offering planned Q4 2026; named Temenos Exchange Partner of the Year 2026; joined the IFS partner network.","De-merged from Formpipe into a standalone, listed Lasernet Group focused solely on the Lasernet platform; doubling down on BC/Dynamics.","Embedded in BC — design, send and archive documents without leaving the ERP.",Azure AI for data mapping; primarily strong on output/compliance rather than AI marketing.,20+ years of document expertise · global,,Lasernet Group (https://www.lasernetgroup.com/news-blogs/bc-connector-now-on-appsource); Formpipe/Lasernet split (https://www.formpipe.com/news-formpipe-lasernet-split)
2026-06-19,6,AMC Banking,AMC-Consult · Denmark,steady,BC-native · banking,High,Bank integration & payments · BC + F&O,BC-native bank/payments solution — directly competes with Continia Banking & Payment Management.,Standardises 600+ bank formats via the cloud platform XTendLink; Fundamentals ships as a BC extension.,"PSD2-licensed payment institution; payment export, bank statements and reconciliation directly in BC.",Embedded in BC — from payment journal direct to the bank (host-to-host).,"Data-driven auto-matching; less AI profiling, more operations and compliance.",600+ banks · Danish vendor,,AMC Banking BC (https://www.amcbanking.com/bc-fundamentals/); Microsoft Learn (https://learn.microsoft.com/en-us/dynamics365/business-central/ui-extensions-amc-banking)
2026-06-19,6,Acubiz,Acubiz · Denmark,steady,Expense · integrated,Medium,Expense management · certified BC integration,Danish expense player with certified BC integration — competes with Continia Expense Management.,"Certified integration with BC (+ e-conomic, Danløn, 40+ systems); app + web portal for expenses, cards and mileage.",Standalone expense platform that connects to BC — not “built inside” like Continia.,Real-time overview of employee spend; automatic import to BC.,Automation of receipt/expense flow; limited AI profile.,Danish · 40+ system integrations,,Acubiz platform (https://acubiz.com/platform/)
2026-06-19,6,Pagero,Thomson Reuters,cons,TR-owned · e-invoicing,High,E-invoicing network & compliance · BC connector,"Global e-invoicing network, now owned by Thomson Reuters — one of BC's built-in E-Document connectors.",ONESOURCE Pagero (e-invoicing + tax); embedded e-invoicing for Oracle Fusion (2026); Deloitte global alliance (Jan 2026); pre-approved ASP for the UAE mandate (from Jul 2026); passed the EU ViDA Peppol 5-corner pilot.,Acquired by Thomson Reuters (2024) and merged with ONESOURCE tax; “two-step” format conversion globally.,"Open, ERP-agnostic network; BC extension sends e-/PDF/print invoice via one connection.",Focus on compliance/CTC mandates rather than AI marketing.,14M+ businesses · 100+ networks · IDC leader,,Pagero for BC (https://europe.thomsonreuters.com/pagero-network/system-connectivity/microsoft); UAE ASP (https://europe.thomsonreuters.com/newsroom/pagero-part-of-thomson-reuters-listed-as-pre-approved-e-invoicing-service-provider-in-the-uae); Deloitte-alliance (https://www.thomsonreuters.com/en/press-releases/2026/january/deloitte-and-thomson-reuters-launch-a-strategic-alliance-to-support-end-to-end-global-e-invoicing-and-e-reporting-for-organizations)
2026-06-19,6,B2Brouter,B2Brouter Global · ES,steady,Peppol · BC connector,High,Peppol / e-invoicing access point · BC connector,Certified Peppol access point with native BC connector — one of BC's built-in E-Document APIs.,"BC connector on AppSource; supports Peppol BIS 3.0, UBL, XRechnung, FatturaPA, Chorus Pro, FACe and SDI.",One connection to the entire Peppol network; automatic format conversion and compliance.,Native in Dynamics — send and receive e-invoices without external portals.,No significant AI profile; strength is compliance breadth across countries.,30+ countries · ISO 27001 · EESPA member,,B2Brouter for Dynamics (https://www.b2brouter.net/global/e-invoicing-microsoft-dynamics/); Microsoft Learn (E-Docs) (https://learn.microsoft.com/en-us/dynamics365/business-central/faq-electronic-invoicing)
2026-06-19,6,Qvalia,Qvalia · SE,steady,Peppol · BC app,High,Peppol e-invoicing & order management · BC app,Ready-made BC app for Peppol with AI posting suggestions — setup without code.,Sends/receives Peppol invoices + order management; automatic posting in BC; AI suggestions for account mapping.,Plug-and-play BC connector via the Qvalia platform; no IT resources required.,Everything posted automatically in BC — no double entry.,AI-generated posting suggestions for incoming vendor invoices.,EN 16931 · Peppol BIS · Swedish vendor,,Qvalia for BC (https://qvalia.com/peppol-e-invoicing-for-business-central/)
2026-06-19,6,Rillion,Rillion (formerly Palette) · Stockholm (Altor),ai,AI-native capture,Medium,AP automation · multi-ERP + BC connector,Nordic AP-automation veteran going AI-native — LLM invoice capture with no OCR templates.,"Rillion Capture (Mar 25, 2026) — first AI-native, multimodal-LLM invoice capture (no templates); Riley AI Assistant (Sept 2025) for invoice/supplier Q&A.","30+ years (ex-Palette/Centsoft), Altor PE-owned; shifting from template-OCR to AI-native capture and expanding in the US.","Control, visibility and speed for mid-market/enterprise AP; native Business Central connector among 50+ ERPs.","Riley AI assistant + Rillion Capture (multimodal LLM) for extraction, coding and approval routing.","3,000+ customers · 50+ countries · Altor-owned",,Rillion AP (https://www.rillion.com/); Rillion Capture (Mar 2026) (https://www.rillion.com/blog/rillion-capture-announcement/); BC integration (https://www.rillion.com/integration/microsoft-dynamics-365-business-central/)
2026-06-19,6,Fidesic,"Fidesic (Enliven Software) · East Lansing, MI",ai,Built for Dynamics · AI capture,High,AP automation · Dynamics GP + BC,"AP automation purpose-built for Microsoft Dynamics GP & Business Central, with AI invoice capture.","AI invoice capture (MagiCapture) for Business Central — no templates, near-touchless; multi-entity BC integration (2024–25).",Deepen the Dynamics ecosystem (GP heritage since 2008 + native BC AL app); raise AI-capture fidelity and multi-entity workflows.,“Purpose-built for Dynamics” — native GP/BC AP with no coding or mapping.,"MagiCapture ML/AI invoice capture that learns per submission; high first-pass accuracy, no templates.","East Lansing, MI · GP since 2008 · BC on AppSource",,Fidesic (https://www.fidesic.com/); BC integration (https://www.fidesic.com/product/dynamics-business-central-integration); MagiCapture (https://www.fidesic.com/product/magicapture)
2026-06-19,6,Yavrio,Yavrio · London,steady,BC-native · open banking,High,Bank connectivity & payments · BC + ERPs,Open-banking bank connectivity built inside Business Central — overlaps AMC Banking and Continia Banking & Payment Management.,"Connected the five largest US banks + embedded payments (early 2026); $2.4M seed (Fuel Ventures, Jan 2025); 14,000+ banks across 20 countries.",Expand bank coverage (10K→14K+ banks) and ERP scope beyond BC; positioned as a no-code alternative to CSV/file-based bank imports.,"“Built inside Business Central” — collect, settle and reconcile payments and bank feeds without external portals.",Rules-based live bank feeds + automated reconciliation; minimal AI positioning.,"London · ~40 staff · 14,000+ banks · seed-stage",,Yavrio (https://www.yavr.io/); 5 major US banks (https://www.openbankingexpo.com/news/open-banking-fintech-yavrio-connects-with-five-major-us-banks/); Yavrio on AppSource (https://appsource.microsoft.com/en-us/product/dynamics-365-business-central/pubid.yavrioltd1647526263468%7Caid.yavrio_open_banking%7Cpappid.3d686c04-e1b1-435e-bea4-862c2c203ca7)
